barcode,product_name,categories,ingredients_text,energy_kcal_100g,fat_100g,sugars_100g,proteins_100g,salt_100g,allergens
8901000000976,Food Product 976,Cereals,"Rice, Spices, Vegetable Oil",448,1.57,18.05,3.32,4.2,nuts
8901000000977,Food Product 977,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",344,19.05,11.43,18.38,2.14,milk
8901000000978,Food Product 978,Beverages,"Rice, Spices, Vegetable Oil",270,14.12,13.8,20.57,4.26,gluten
8901000000979,Food Product 979,Dairy,"Oats, Honey, Almonds",479,15.26,6.92,20.11,1.94,none
8901000000980,Food Product 980,Cereals,"Water, Fruit Concentrate, Sugar",201,23.5,9.34,17.84,1.02,nuts
8901000000981,Food Product 981,Snacks,"Rice, Spices, Vegetable Oil",185,15.28,21.55,6.27,2.69,milk
8901000000982,Food Product 982,Dairy,"Milk, Cocoa, Sugar",241,15.86,39.3,10.74,3.05,none
8901000000983,Food Product 983,Dairy,"Rice, Spices, Vegetable Oil",381,13.72,20.85,13.81,2.82,milk
8901000000984,Food Product 984,Frozen Foods,"Milk, Cocoa, Sugar",196,14.86,29.66,16.02,2.58,none
8901000000985,Food Product 985,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",275,14.07,31.44,10.73,1.09,none
8901000000986,Food Product 986,Frozen Foods,"Rice, Spices, Vegetable Oil",548,6.97,37.8,3.55,4.13,nuts
8901000000987,Food Product 987,Frozen Foods,"Milk, Cocoa, Sugar",386,13.4,15.77,11.09,1.25,nuts
8901000000988,Food Product 988,Dairy,"Milk, Cocoa, Sugar",546,14.66,15.5,9.82,0.63,none
8901000000989,Food Product 989,Cereals,"Milk, Cocoa, Sugar",407,13.77,18.15,6.61,2.13,none
8901000000990,Food Product 990,Cereals,"Water, Fruit Concentrate, Sugar",68,21.65,2.28,23.81,3.0,none
8901000000991,Food Product 991,Snacks,"Milk, Cocoa, Sugar",229,15.53,14.05,16.87,3.2,nuts
8901000000992,Food Product 992,Beverages,"Water, Fruit Concentrate, Sugar",500,27.78,7.49,0.1,4.37,none
8901000000993,Food Product 993,Cereals,"Oats, Honey, Almonds",506,9.74,30.89,24.88,4.29,none
8901000000994,Food Product 994,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",306,18.49,3.23,14.86,1.07,nuts
8901000000995,Food Product 995,Snacks,"Milk, Cocoa, Sugar",482,0.66,9.21,1.53,1.56,gluten
8901000000996,Food Product 996,Frozen Foods,"Rice, Spices, Vegetable Oil",242,7.17,21.72,11.01,2.17,gluten
8901000000997,Food Product 997,Dairy,"Milk, Cocoa, Sugar",294,12.73,38.59,9.57,4.27,milk
8901000000998,Food Product 998,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",220,6.59,37.81,23.26,1.21,gluten
8901000000999,Food Product 999,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",445,9.74,18.03,23.43,0.08,none
8901000001000,Food Product 1000,Dairy,"Water, Fruit Concentrate, Sugar",425,5.64,20.38,5.43,0.11,nuts
8901000001001,Food Product 1001,Snacks,"Milk, Cocoa, Sugar",357,2.46,3.01,6.77,4.71,milk
8901000001002,Food Product 1002,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",153,6.75,37.17,17.91,3.9,milk
8901000001003,Food Product 1003,Beverages,"Rice, Spices, Vegetable Oil",480,24.17,12.48,5.91,1.83,none
8901000001004,Food Product 1004,Dairy,"Water, Fruit Concentrate, Sugar",209,0.88,9.13,3.36,0.13,none
8901000001005,Food Product 1005,Frozen Foods,"Milk, Cocoa, Sugar",143,22.5,33.84,6.63,3.11,nuts
8901000001006,Food Product 1006,Cereals,"Water, Fruit Concentrate, Sugar",59,10.47,1.17,0.1,3.21,nuts
8901000001007,Food Product 1007,Beverages,"Milk, Cocoa, Sugar",407,26.57,37.85,20.52,0.67,gluten
8901000001008,Food Product 1008,Dairy,"Rice, Spices, Vegetable Oil",288,9.75,36.87,15.72,0.49,nuts
8901000001009,Food Product 1009,Dairy,"Rice, Spices, Vegetable Oil",358,15.27,11.69,24.36,3.87,milk
8901000001010,Food Product 1010,Cereals,"Milk, Cocoa, Sugar",402,12.08,8.6,15.99,4.39,milk
8901000001011,Food Product 1011,Frozen Foods,"Milk, Cocoa, Sugar",194,22.28,18.22,14.41,0.12,none
8901000001012,Food Product 1012,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",315,16.71,37.45,6.51,1.99,none
8901000001013,Food Product 1013,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",253,1.5,15.72,12.53,1.99,nuts
8901000001014,Food Product 1014,Beverages,"Water, Fruit Concentrate, Sugar",448,3.46,30.23,15.46,4.56,gluten
8901000001015,Food Product 1015,Beverages,"Rice, Spices, Vegetable Oil",419,10.9,15.54,16.85,2.58,gluten
8901000001016,Food Product 1016,Snacks,"Oats, Honey, Almonds",348,8.77,26.23,24.04,1.64,nuts
8901000001017,Food Product 1017,Snacks,"Rice, Spices, Vegetable Oil",151,2.94,24.53,20.63,4.49,nuts
8901000001018,Food Product 1018,Dairy,"Milk, Cocoa, Sugar",380,25.54,8.01,0.51,2.21,milk
8901000001019,Food Product 1019,Cereals,"Rice, Spices, Vegetable Oil",362,28.32,25.26,24.22,1.0,milk
8901000001020,Food Product 1020,Frozen Foods,"Oats, Honey, Almonds",110,22.31,35.04,13.05,1.58,none
8901000001021,Food Product 1021,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",369,2.6,16.1,13.91,3.41,none
8901000001022,Food Product 1022,Snacks,"Rice, Spices, Vegetable Oil",369,8.1,23.82,17.03,1.33,gluten
8901000001023,Food Product 1023,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",251,18.43,38.87,0.72,1.89,milk
8901000001024,Food Product 1024,Cereals,"Rice, Spices, Vegetable Oil",314,27.31,31.88,1.7,3.05,gluten
8901000001025,Food Product 1025,Dairy,"Rice, Spices, Vegetable Oil",93,12.59,28.71,10.86,0.3,none
8901000001026,Food Product 1026,Beverages,"Oats, Honey, Almonds",548,15.42,30.74,3.99,1.06,gluten
8901000001027,Food Product 1027,Dairy,"Oats, Honey, Almonds",485,12.34,33.06,24.41,4.66,nuts
8901000001028,Food Product 1028,Cereals,"Oats, Honey, Almonds",164,28.93,29.24,20.29,1.26,none
8901000001029,Food Product 1029,Snacks,"Oats, Honey, Almonds",394,19.8,14.28,11.62,3.97,nuts
8901000001030,Food Product 1030,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",61,26.84,36.9,6.55,3.02,none
8901000001031,Food Product 1031,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",314,4.37,32.12,11.94,3.18,gluten
8901000001032,Food Product 1032,Snacks,"Milk, Cocoa, Sugar",181,26.41,10.37,14.57,1.15,none
8901000001033,Food Product 1033,Cereals,"Rice, Spices, Vegetable Oil",259,11.18,22.24,7.77,1.09,milk
8901000001034,Food Product 1034,Beverages,"Rice, Spices, Vegetable Oil",259,10.55,33.61,11.52,2.23,milk
8901000001035,Food Product 1035,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",395,4.03,27.15,10.61,3.71,gluten
8901000001036,Food Product 1036,Cereals,"Milk, Cocoa, Sugar",253,13.79,37.67,3.48,3.85,nuts
8901000001037,Food Product 1037,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",363,7.52,30.16,11.25,2.61,gluten
8901000001038,Food Product 1038,Beverages,"Water, Fruit Concentrate, Sugar",462,5.03,20.14,6.83,0.73,none
8901000001039,Food Product 1039,Cereals,"Water, Fruit Concentrate, Sugar",417,11.7,35.31,13.08,4.66,nuts
8901000001040,Food Product 1040,Frozen Foods,"Oats, Honey, Almonds",79,9.98,24.24,3.79,4.31,none
8901000001041,Food Product 1041,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",296,19.69,39.45,11.63,1.47,gluten
8901000001042,Food Product 1042,Dairy,"Rice, Spices, Vegetable Oil",205,3.17,7.61,20.13,2.3,none
8901000001043,Food Product 1043,Snacks,"Rice, Spices, Vegetable Oil",256,26.23,4.6,22.73,1.52,nuts
8901000001044,Food Product 1044,Frozen Foods,"Rice, Spices, Vegetable Oil",327,29.54,14.61,6.42,2.7,nuts
8901000001045,Food Product 1045,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",60,28.38,37.31,2.3,2.96,milk
8901000001046,Food Product 1046,Frozen Foods,"Water, Fruit Concentrate, Sugar",192,17.3,36.88,23.7,4.01,none
8901000001047,Food Product 1047,Dairy,"Oats, Honey, Almonds",86,16.03,22.26,19.6,1.87,milk
8901000001048,Food Product 1048,Cereals,"Water, Fruit Concentrate, Sugar",427,18.81,10.19,22.1,1.27,none
8901000001049,Food Product 1049,Beverages,"Milk, Cocoa, Sugar",369,15.52,10.47,8.1,2.38,none
8901000001050,Food Product 1050,Beverages,"Milk, Cocoa, Sugar",419,18.44,29.81,24.02,3.09,gluten
8901000001051,Food Product 1051,Dairy,"Milk, Cocoa, Sugar",520,1.71,0.16,8.08,0.3,none
8901000001052,Food Product 1052,Dairy,"Milk, Cocoa, Sugar",425,25.08,29.16,24.62,0.32,none
8901000001053,Food Product 1053,Beverages,"Water, Fruit Concentrate, Sugar",394,28.99,35.61,8.46,4.92,milk
8901000001054,Food Product 1054,Beverages,"Water, Fruit Concentrate, Sugar",547,18.72,5.46,8.26,0.24,milk
8901000001055,Food Product 1055,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",306,8.02,39.36,1.95,4.38,none
8901000001056,Food Product 1056,Beverages,"Milk, Cocoa, Sugar",381,19.11,21.15,10.31,3.97,gluten
8901000001057,Food Product 1057,Frozen Foods,"Oats, Honey, Almonds",545,5.7,18.86,21.13,3.43,nuts
8901000001058,Food Product 1058,Dairy,"Milk, Cocoa, Sugar",406,17.19,13.54,14.85,0.57,milk
8901000001059,Food Product 1059,Dairy,"Water, Fruit Concentrate, Sugar",355,1.8,16.76,12.95,1.79,gluten
8901000001060,Food Product 1060,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",485,28.2,19.36,19.25,4.27,gluten
8901000001061,Food Product 1061,Dairy,"Water, Fruit Concentrate, Sugar",341,6.0,21.3,1.17,2.44,nuts
8901000001062,Food Product 1062,Snacks,"Milk, Cocoa, Sugar",96,15.53,26.77,17.12,3.65,milk
8901000001063,Food Product 1063,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",356,19.27,39.32,7.54,1.32,none
8901000001064,Food Product 1064,Cereals,"Oats, Honey, Almonds",457,25.31,19.21,5.89,0.75,none
8901000001065,Food Product 1065,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",500,29.33,18.54,20.18,0.93,none
8901000001066,Food Product 1066,Beverages,"Rice, Spices, Vegetable Oil",464,22.84,39.23,13.15,4.25,none
8901000001067,Food Product 1067,Cereals,"Milk, Cocoa, Sugar",451,7.2,11.51,24.6,4.27,nuts
8901000001068,Food Product 1068,Beverages,"Milk, Cocoa, Sugar",193,14.69,3.35,23.31,4.21,none
8901000001069,Food Product 1069,Dairy,"Oats, Honey, Almonds",120,26.8,28.49,23.79,1.54,nuts
8901000001070,Food Product 1070,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",346,27.1,21.19,10.53,4.05,none
8901000001071,Food Product 1071,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",207,21.18,4.54,4.94,4.35,milk
8901000001072,Food Product 1072,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",64,5.44,8.04,0.49,2.26,nuts
8901000001073,Food Product 1073,Beverages,"Oats, Honey, Almonds",179,19.27,7.36,8.83,3.47,milk
8901000001074,Food Product 1074,Beverages,"Rice, Spices, Vegetable Oil",212,5.28,15.51,19.9,4.37,none
8901000001075,Food Product 1075,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",243,14.39,27.54,11.84,2.76,nuts
8901000001076,Food Product 1076,Dairy,"Milk, Cocoa, Sugar",230,29.52,7.27,8.4,2.49,milk
8901000001077,Food Product 1077,Dairy,"Water, Fruit Concentrate, Sugar",475,19.01,23.38,1.27,4.53,none
8901000001078,Food Product 1078,Snacks,"Oats, Honey, Almonds",154,19.03,29.69,0.26,4.61,milk
8901000001079,Food Product 1079,Cereals,"Oats, Honey, Almonds",232,1.21,15.69,15.0,1.27,gluten
8901000001080,Food Product 1080,Frozen Foods,"Rice, Spices, Vegetable Oil",87,8.31,0.08,3.08,2.21,gluten
8901000001081,Food Product 1081,Dairy,"Oats, Honey, Almonds",87,20.39,27.06,2.79,1.9,milk
8901000001082,Food Product 1082,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",423,1.43,18.6,18.85,0.39,none
8901000001083,Food Product 1083,Beverages,"Rice, Spices, Vegetable Oil",267,12.58,14.91,4.79,4.69,nuts
8901000001084,Food Product 1084,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",88,25.76,12.89,0.63,0.83,gluten
8901000001085,Food Product 1085,Cereals,"Rice, Spices, Vegetable Oil",397,17.5,26.66,11.26,3.53,nuts
8901000001086,Food Product 1086,Frozen Foods,"Milk, Cocoa, Sugar",138,17.26,20.36,15.93,0.11,gluten
8901000001087,Food Product 1087,Beverages,"Water, Fruit Concentrate, Sugar",312,7.13,21.19,24.4,2.21,nuts
8901000001088,Food Product 1088,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",511,21.74,22.74,12.98,3.32,nuts
8901000001089,Food Product 1089,Frozen Foods,"Rice, Spices, Vegetable Oil",176,6.1,28.5,1.1,0.43,nuts
8901000001090,Food Product 1090,Frozen Foods,"Milk, Cocoa, Sugar",376,22.19,38.54,21.09,1.48,gluten
8901000001091,Food Product 1091,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",139,18.1,14.63,16.41,3.29,none
8901000001092,Food Product 1092,Dairy,"Milk, Cocoa, Sugar",540,17.4,11.55,11.88,3.59,gluten
8901000001093,Food Product 1093,Frozen Foods,"Milk, Cocoa, Sugar",416,29.59,24.16,17.26,0.29,none
8901000001094,Food Product 1094,Snacks,"Oats, Honey, Almonds",95,16.47,1.85,24.39,4.21,nuts
8901000001095,Food Product 1095,Dairy,"Milk, Cocoa, Sugar",324,11.97,8.12,5.16,2.04,none
8901000001096,Food Product 1096,Dairy,"Rice, Spices, Vegetable Oil",218,5.77,1.16,21.75,2.17,nuts
8901000001097,Food Product 1097,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",261,19.49,15.95,1.23,4.45,milk
8901000001098,Food Product 1098,Cereals,"Milk, Cocoa, Sugar",485,1.58,8.92,8.46,3.06,gluten
8901000001099,Food Product 1099,Cereals,"Water, Fruit Concentrate, Sugar",402,7.79,25.77,12.46,4.98,milk
8901000001100,Food Product 1100,Snacks,"Rice, Spices, Vegetable Oil",383,7.4,28.99,12.25,4.87,gluten
8901000001101,Food Product 1101,Dairy,"Water, Fruit Concentrate, Sugar",335,19.12,0.66,18.93,0.42,nuts
8901000001102,Food Product 1102,Cereals,"Oats, Honey, Almonds",248,28.18,27.3,18.33,0.46,milk
8901000001103,Food Product 1103,Cereals,"Rice, Spices, Vegetable Oil",317,19.96,20.23,24.43,1.01,milk
8901000001104,Food Product 1104,Frozen Foods,"Water, Fruit Concentrate, Sugar",473,23.71,37.2,5.78,0.33,gluten
8901000001105,Food Product 1105,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",440,26.41,22.21,24.68,4.67,gluten
8901000001106,Food Product 1106,Beverages,"Water, Fruit Concentrate, Sugar",333,19.93,7.47,1.11,3.99,nuts
8901000001107,Food Product 1107,Frozen Foods,"Milk, Cocoa, Sugar",181,7.55,1.69,8.32,0.83,none
8901000001108,Food Product 1108,Beverages,"Water, Fruit Concentrate, Sugar",470,24.84,0.45,15.25,4.42,none
8901000001109,Food Product 1109,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",306,28.67,20.96,14.55,2.07,milk
8901000001110,Food Product 1110,Dairy,"Rice, Spices, Vegetable Oil",442,27.13,34.43,20.45,3.07,gluten
8901000001111,Food Product 1111,Snacks,"Milk, Cocoa, Sugar",209,13.94,24.68,3.47,4.47,nuts
8901000001112,Food Product 1112,Frozen Foods,"Rice, Spices, Vegetable Oil",538,3.86,24.6,12.36,2.18,none
8901000001113,Food Product 1113,Cereals,"Oats, Honey, Almonds",386,6.45,21.75,8.89,4.1,none
8901000001114,Food Product 1114,Beverages,"Oats, Honey, Almonds",383,13.12,33.96,3.34,1.42,milk
8901000001115,Food Product 1115,Snacks,"Milk, Cocoa, Sugar",535,9.72,38.58,23.13,0.58,gluten
8901000001116,Food Product 1116,Snacks,"Milk, Cocoa, Sugar",191,18.34,36.91,7.91,0.19,gluten
8901000001117,Food Product 1117,Cereals,"Oats, Honey, Almonds",131,11.97,20.34,22.56,1.74,milk
8901000001118,Food Product 1118,Beverages,"Rice, Spices, Vegetable Oil",185,23.63,38.19,22.21,4.43,milk
8901000001119,Food Product 1119,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",448,14.02,30.09,15.25,4.82,none
8901000001120,Food Product 1120,Cereals,"Oats, Honey, Almonds",282,0.16,0.25,2.37,2.91,milk
8901000001121,Food Product 1121,Beverages,"Rice, Spices, Vegetable Oil",409,7.66,1.46,8.55,2.0,milk
8901000001122,Food Product 1122,Beverages,"Water, Fruit Concentrate, Sugar",109,4.06,25.57,10.47,3.9,milk
8901000001123,Food Product 1123,Beverages,"Rice, Spices, Vegetable Oil",464,0.69,1.46,9.97,4.02,gluten
8901000001124,Food Product 1124,Beverages,"Oats, Honey, Almonds",513,10.16,19.3,22.15,0.16,none
8901000001125,Food Product 1125,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",358,15.75,38.66,18.8,2.41,gluten
8901000001126,Food Product 1126,Snacks,"Rice, Spices, Vegetable Oil",411,28.68,19.41,11.17,4.47,nuts
8901000001127,Food Product 1127,Dairy,"Rice, Spices, Vegetable Oil",531,21.33,36.0,22.14,4.94,milk
8901000001128,Food Product 1128,Beverages,"Milk, Cocoa, Sugar",328,18.4,10.59,15.85,1.66,none
8901000001129,Food Product 1129,Dairy,"Rice, Spices, Vegetable Oil",405,18.48,5.99,20.27,0.09,nuts
8901000001130,Food Product 1130,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",451,4.38,26.73,16.03,2.71,none
8901000001131,Food Product 1131,Frozen Foods,"Rice, Spices, Vegetable Oil",222,6.45,30.14,8.07,3.17,milk
8901000001132,Food Product 1132,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",425,25.58,1.6,5.84,4.26,gluten
8901000001133,Food Product 1133,Cereals,"Water, Fruit Concentrate, Sugar",426,5.01,7.88,18.53,4.66,milk
8901000001134,Food Product 1134,Cereals,"Rice, Spices, Vegetable Oil",354,2.49,34.33,10.64,1.33,none
8901000001135,Food Product 1135,Beverages,"Rice, Spices, Vegetable Oil",219,6.24,39.62,2.48,2.57,gluten
8901000001136,Food Product 1136,Frozen Foods,"Rice, Spices, Vegetable Oil",390,18.87,10.32,21.9,1.61,gluten
8901000001137,Food Product 1137,Frozen Foods,"Milk, Cocoa, Sugar",329,8.23,24.28,5.56,0.51,none
8901000001138,Food Product 1138,Beverages,"Sugar, Wheat Flour, Palm Oil, Salt",318,29.23,30.15,21.72,0.72,milk
8901000001139,Food Product 1139,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",162,3.0,4.53,3.16,3.88,none
8901000001140,Food Product 1140,Frozen Foods,"Oats, Honey, Almonds",174,7.28,16.03,6.42,0.2,nuts
8901000001141,Food Product 1141,Cereals,"Oats, Honey, Almonds",167,8.01,6.91,15.95,1.67,none
8901000001142,Food Product 1142,Dairy,"Water, Fruit Concentrate, Sugar",161,17.11,29.24,10.97,3.09,milk
8901000001143,Food Product 1143,Dairy,"Water, Fruit Concentrate, Sugar",174,3.01,39.49,22.86,3.31,nuts
8901000001144,Food Product 1144,Cereals,"Milk, Cocoa, Sugar",224,20.78,3.15,18.2,0.77,milk
8901000001145,Food Product 1145,Dairy,"Oats, Honey, Almonds",56,26.86,22.45,10.3,4.61,gluten
8901000001146,Food Product 1146,Frozen Foods,"Oats, Honey, Almonds",83,16.76,36.75,8.08,1.43,none
8901000001147,Food Product 1147,Frozen Foods,"Water, Fruit Concentrate, Sugar",217,12.02,27.81,5.99,0.44,none
8901000001148,Food Product 1148,Cereals,"Milk, Cocoa, Sugar",200,9.38,12.86,21.95,3.5,nuts
8901000001149,Food Product 1149,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",357,26.08,37.11,1.0,0.13,milk
8901000001150,Food Product 1150,Dairy,"Milk, Cocoa, Sugar",407,25.06,15.09,12.33,4.53,none
8901000001151,Food Product 1151,Beverages,"Oats, Honey, Almonds",531,1.53,2.65,18.07,0.02,milk
8901000001152,Food Product 1152,Dairy,"Milk, Cocoa, Sugar",546,7.55,20.53,8.34,4.61,none
8901000001153,Food Product 1153,Snacks,"Milk, Cocoa, Sugar",291,7.77,33.71,12.59,2.36,none
8901000001154,Food Product 1154,Snacks,"Rice, Spices, Vegetable Oil",330,2.84,27.52,19.82,1.09,gluten
8901000001155,Food Product 1155,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",522,0.93,10.95,7.85,3.45,milk
8901000001156,Food Product 1156,Snacks,"Water, Fruit Concentrate, Sugar",357,8.33,39.2,8.96,2.65,gluten
8901000001157,Food Product 1157,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",246,2.49,2.4,12.96,0.86,gluten
8901000001158,Food Product 1158,Beverages,"Milk, Cocoa, Sugar",445,2.33,34.52,14.23,4.06,nuts
8901000001159,Food Product 1159,Dairy,"Water, Fruit Concentrate, Sugar",466,24.79,34.79,24.77,2.28,gluten
8901000001160,Food Product 1160,Frozen Foods,"Milk, Cocoa, Sugar",365,22.92,5.59,9.95,4.26,milk
8901000001161,Food Product 1161,Dairy,"Oats, Honey, Almonds",92,6.46,26.65,13.85,3.58,none
8901000001162,Food Product 1162,Snacks,"Sugar, Wheat Flour, Palm Oil, Salt",409,19.44,9.92,14.9,1.67,milk
8901000001163,Food Product 1163,Beverages,"Milk, Cocoa, Sugar",269,18.07,7.73,21.03,0.67,gluten
8901000001164,Food Product 1164,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",226,18.41,1.13,18.69,0.66,gluten
8901000001165,Food Product 1165,Dairy,"Milk, Cocoa, Sugar",272,25.19,15.47,1.34,3.38,nuts
8901000001166,Food Product 1166,Dairy,"Water, Fruit Concentrate, Sugar",92,0.32,15.42,9.63,3.78,nuts
8901000001167,Food Product 1167,Frozen Foods,"Rice, Spices, Vegetable Oil",264,5.45,33.43,15.84,4.45,none
8901000001168,Food Product 1168,Frozen Foods,"Rice, Spices, Vegetable Oil",67,7.49,11.98,3.9,4.11,gluten
8901000001169,Food Product 1169,Cereals,"Sugar, Wheat Flour, Palm Oil, Salt",340,8.95,26.25,0.87,4.18,gluten
8901000001170,Food Product 1170,Dairy,"Sugar, Wheat Flour, Palm Oil, Salt",270,22.91,3.86,22.43,4.62,none
8901000001171,Food Product 1171,Frozen Foods,"Oats, Honey, Almonds",94,17.85,36.86,12.6,0.02,nuts
8901000001172,Food Product 1172,Cereals,"Milk, Cocoa, Sugar",392,3.65,28.57,9.39,2.71,nuts
8901000001173,Food Product 1173,Dairy,"Water, Fruit Concentrate, Sugar",515,3.79,27.37,18.41,1.15,milk
8901000001174,Food Product 1174,Dairy,"Milk, Cocoa, Sugar",194,9.69,16.33,6.69,1.62,nuts
8901000001175,Food Product 1175,Cereals,"Oats, Honey, Almonds",90,22.59,25.76,6.15,4.6,gluten
8901000001176,Food Product 1176,Cereals,"Milk, Cocoa, Sugar",249,26.92,38.04,4.94,0.89,none
8901000001177,Food Product 1177,Snacks,"Oats, Honey, Almonds",230,25.5,15.1,14.26,4.59,nuts
8901000001178,Food Product 1178,Snacks,"Water, Fruit Concentrate, Sugar",464,3.95,5.86,20.47,3.86,none
8901000001179,Food Product 1179,Snacks,"Oats, Honey, Almonds",474,7.38,32.89,13.16,4.62,nuts
8901000001180,Food Product 1180,Snacks,"Oats, Honey, Almonds",64,6.0,15.86,14.83,3.51,gluten
8901000001181,Food Product 1181,Beverages,"Oats, Honey, Almonds",479,22.6,38.2,10.2,3.55,nuts
8901000001182,Food Product 1182,Snacks,"Rice, Spices, Vegetable Oil",163,15.1,22.65,18.14,1.21,nuts
8901000001183,Food Product 1183,Dairy,"Oats, Honey, Almonds",331,2.96,6.93,14.08,2.78,none
8901000001184,Food Product 1184,Frozen Foods,"Rice, Spices, Vegetable Oil",314,11.42,22.89,1.14,2.93,gluten
8901000001185,Food Product 1185,Dairy,"Water, Fruit Concentrate, Sugar",205,15.29,22.12,3.5,4.68,milk
8901000001186,Food Product 1186,Dairy,"Milk, Cocoa, Sugar",328,21.74,13.36,15.77,2.39,nuts
8901000001187,Food Product 1187,Cereals,"Oats, Honey, Almonds",233,18.1,20.92,17.39,4.91,nuts
8901000001188,Food Product 1188,Dairy,"Water, Fruit Concentrate, Sugar",455,0.72,3.74,3.75,2.77,milk
8901000001189,Food Product 1189,Frozen Foods,"Rice, Spices, Vegetable Oil",105,12.75,39.19,6.09,2.69,nuts
8901000001190,Food Product 1190,Frozen Foods,"Oats, Honey, Almonds",371,10.46,39.24,6.13,2.61,none
8901000001191,Food Product 1191,Dairy,"Rice, Spices, Vegetable Oil",401,10.91,25.61,2.71,1.31,milk
8901000001192,Food Product 1192,Dairy,"Rice, Spices, Vegetable Oil",472,3.59,6.39,10.67,1.7,gluten
8901000001193,Food Product 1193,Cereals,"Oats, Honey, Almonds",77,16.1,28.54,22.89,0.41,nuts
8901000001194,Food Product 1194,Cereals,"Water, Fruit Concentrate, Sugar",166,2.36,11.44,5.59,2.48,milk
8901000001195,Food Product 1195,Beverages,"Rice, Spices, Vegetable Oil",373,18.63,29.95,23.13,1.35,nuts
8901000001196,Food Product 1196,Frozen Foods,"Sugar, Wheat Flour, Palm Oil, Salt",77,13.26,39.89,20.16,1.31,milk
8901000001197,Food Product 1197,Beverages,"Water, Fruit Concentrate, Sugar",439,21.77,34.96,9.74,0.4,milk
8901000001198,Food Product 1198,Beverages,"Water, Fruit Concentrate, Sugar",272,22.23,4.1,1.41,2.43,gluten
8901000001199,Food Product 1199,Beverages,"Oats, Honey, Almonds",475,25.24,14.23,20.52,3.07,gluten
8901000001200,Food Product 1200,Frozen Foods,"Oats, Honey, Almonds",381,0.57,23.2,8.94,3.75,none
8901000001201,Food Product 1201,Dairy,"Oats, Honey, Almonds",53,12.62,17.34,9.1,4.04,none
8901000001202,Food Product 1202,Dairy,"Water, Fruit Concentrate, Sugar",148,14.54,30.14,2.27,1.2,nuts
8901000001203,Food Product 1203,Dairy,"Milk, Cocoa, Sugar",292,15.91,34.49,6.38,4.13,none
8901000001204,Food Product 1204,Frozen Foods,"Water, Fruit Concentrate, Sugar",85,18.66,27.43,21.97,2.05,milk
8901000001205,Food Product 1205,Frozen Foods,"Milk, Cocoa, Sugar",175,12.17,27.2,3.88,3.85,milk
8901000001206,Food Product 1206,Cereals,"Rice, Spices, Vegetable Oil",249,21.6,6.0,6.1,1.6,milk
8901000001207,Food Product 1207,Cereals,"Water, Fruit Concentrate, Sugar",459,23.6,1.43,0.83,0.0,nuts
8901000001208,Food Product 1208,Frozen Foods,"Oats, Honey, Almonds",157,21.36,37.25,23.81,4.56,nuts
8901000001209,Food Product 1209,Dairy,"Rice, Spices, Vegetable Oil",546,5.55,23.59,12.82,1.03,milk
8901000001210,Food Product 1210,Cereals,"Rice, Spices, Vegetable Oil",359,20.71,5.29,22.55,4.4,milk
8901000001211,Food Product 1211,Beverages,"Oats, Honey, Almonds",316,18.94,7.72,19.55,3.49,gluten
